content,author_comment,editor_memo,dummy,create_datetime,author_url,author,license
君がいるならば平熱いないなら高熱だからバイト行かない,,,,"Oct 31, 2025 9:45 pm",https://twitter.com/@hijyouguchi_dot,非常口ドット,CC BY-NC-ND 4.0
発熱す熱情熱意熱狂し恋に熱中微熱熱源,恋をして好きだ熱がもう情熱的に燃え上がり、冷静になろうと微熱に抑えようとしつつも心の底には抑えられない,,,"Nov 3, 2025 8:31 pm",https://twitter.com/https://x.com/sta6251,すた6251,CC BY-NC-ND 4.0
少しだけ熱があるみたいだ今朝はよだかの夢を見れなかったし,,,,"Nov 3, 2025 10:47 pm",https://twitter.com/Are_you_Sayoko,四辻つつじ,CC BY-NC-ND 4.0
私まるで星を孕んでいるみたい癒えない微熱を持て余す夜,,,,"Nov 4, 2025 11:12 pm",https://twitter.com/rara_wcat_tanka,アサコル,CC BY-NC-ND 4.0
有給がもったいないし連休明けで君はいないし八時二分,,,,"Nov 4, 2025 10:04 pm",https://twitter.com/finalkanidoumei,土佐ｱｳﾞｧﾝﾁｭｰﾙぱす汰,CC BY-NC-ND 4.0
水泳の授業のあとの教室を満たす微熱の気怠げな青,,,,"Nov 3, 2025 11:41 am",https://twitter.com/Umi1146295,Umi.,CC BY-NC-ND 4.0
目が熱いはやる気持ちを夏風邪と思い込もうとした帰りみち,微熱からはじまる恋。自覚できるまで、というインターン期間付き（笑）,,,"Nov 2, 2025 1:51 am",https://twitter.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
この程度の熱だったら伝わらずにじわじわと溶けていくバター,,,,"Nov 2, 2025 5:55 pm",https://twitter.com/kiriyamatouta31,桐谷やまと,CC BY-NC-ND 4.0
スプーンから喉の奥へと滑り込むスーパーカップは程よく溶ける,,,,"Nov 2, 2025 5:55 am",https://twitter.com/umi_tsukitokage,ツキミサキ,CC BY-NC-ND 4.0
微熱から普通にもどる 蛙化というかハナからカエルだったか,,,,"Oct 14, 2025 5:23 pm",https://twitter.com/umberhemp,麻数,CC BY-NC-ND 4.0
霜月のスーパームーンの引く力だるい微熱は約束めいて,,,,"Nov 4, 2025 10:34 pm",https://twitter.com/HaL7sg,青兎,CC BY-NC-ND 4.0
平熱のふたりが眠る東京の37.2度の布団,,,,"Oct 29, 2025 4:22 pm",https://twitter.com/3404_g_,稲井亮太,CC BY-NC-ND 4.0
久しぶりに感じる微熱老いらくの恋路はまだまだ始まったばかり,鬱に悩まされて若い時を棒に振りました。まだ鬱が緩解したわけではありませんが、諦めずに前に進みたいと思います。,,,"Oct 31, 2025 6:55 am",https://twitter.com/Precure_Yoisho,よいしょ上手の高木さん,CC BY-NC-ND 4.0
ほろ酔いでふわふわしてる僕たちは微熱のまま夜を越えていく,,,,"Nov 2, 2025 1:25 am",https://twitter.com/txT121omOV33333,美波有希,CC BY-NC-ND 4.0
青い空に見下ろされてデジタルは37.3℃（さんじゅうななどさんぶ）をしめす,,,,"Nov 3, 2025 11:25 pm",https://twitter.com/okanocoelacanth,みぎひと,CC BY-NC-ND 4.0
諦めも病名すらもつかぬまま夢は37℃を彷徨う,,,,"Oct 30, 2025 6:35 pm",https://twitter.com/l0vemash,真朱,CC BY-NC-ND 4.0
この気持ち委ねる場所が無かったからせめて抱きつく電信柱,微熱を恋と解きました,,,"Nov 2, 2025 1:10 am",https://twitter.com/txT121omOV33333,美波有希,CC BY-NC-ND 4.0
コンビニのガチガチアイス溶かすほど熱い想いであるはずなのに,コンビニのガチガチアイスを溶かすほど、熱い想いだと思っているのに、本当は微熱程度の想いでしかないのかな…と自分に問いかける気持ちを詠みました。,,,"Nov 4, 2025 6:14 am",https://twitter.com/yui_oribe,織部ゆい,CC BY-NC-ND 4.0
熱狂の時期少し過ぎゆっくりと曲を噛み締め微熱は続く,,,,"Oct 27, 2025 7:51 pm",https://twitter.com/tanimanon258x,谷まのん,CC BY-NC-ND 4.0
祈りとは微熱を閉じ込めるように折り畳まれた指先のこと,,,,"Oct 25, 2025 6:38 pm",https://twitter.com/kurage_pancake,金井水月,CC BY-NC-ND 4.0
体温計くわえる人はじめて見た 私の熱を心配しろよ,,,,"Nov 4, 2025 9:24 pm",https://twitter.com/36aoRu1Re4K4AbR,空虚 シガイ,CC BY-NC-ND 4.0
仕事を休む三十七度の熱ぼんやりと詩集読む十二時,,,,"Nov 2, 2025 5:58 pm",https://twitter.com/kiriyamatouta31,桐谷やまと,CC BY-NC-ND 4.0
いつの間に動きを止めていた時計だからここだけずっと真夜中,,,,"Nov 4, 2025 6:20 pm",https://twitter.com/suimitudou16,睡密堂,CC BY-NC-ND 4.0
秋が来てあの日の微熱遠くなるほんと「好き」って二文字は重い,,,,"Nov 4, 2025 9:19 pm",https://twitter.com/kootarogo,藤瀬こうたろー,CC BY-NC-ND 4.0
ニワトリがいない庭には朝が来ず生まれ損ねたたまごみたいに,,,,"Nov 4, 2025 6:21 pm",https://twitter.com/suimitudou16,睡密堂,CC BY-NC-ND 4.0
凪ぐことをゆるされない日の終わりがけ微かな微かな熱の亢進,,,,"Nov 1, 2025 7:39 pm",https://twitter.com/osorakukajin,奈路 侃,CC BY-NC-ND 4.0
ねんじるとぼくのまほうをびねつでるたいおんけいのまほうのびねつ,子供で使ってる体温計が壊れて、測ると一度高く出る事を知らない子供。親も使わず壊れてるのを知らない話,,,"Nov 3, 2025 2:20 pm",https://twitter.com/https://x.com/sta6251,すた6251,CC BY-NC-ND 4.0
この熱が偽の恋だと知りたくはなく体温を測れずにいる,,,,"Oct 27, 2025 1:07 pm",https://twitter.com/tatsuyananasino,七篠龍也,CC BY-NC-ND 4.0
この熱が冷める頃には忘れてる初恋なんてそんなものです,,,,"Nov 4, 2025 9:35 pm",https://twitter.com/36aoRu1Re4K4AbR,空虚 シガイ,CC BY-NC-ND 4.0
暑いのは微熱のせいと思ってたアナタから手を引かれるまでは,,,,"Nov 4, 2025 9:28 pm",https://twitter.com/36aoRu1Re4K4AbR,空虚 シガイ,CC BY-NC-ND 4.0
何時からか茹だる微熱が続いてる平熱だったか分からない舌絡め,,,,"Nov 4, 2025 10:02 am",https://twitter.com/iFb77WoIcv87418,青海波,CC BY-NC-ND 4.0
色づいた欅をみやるポケットにそんなでもない熱をしまって,,,,"Nov 3, 2025 11:46 pm",https://twitter.com/rebelxduck,木ノ宮むじな,CC BY-NC-ND 4.0
要するに地球は恋をしていると面白味のない仮説は好きだ,,,,"Nov 4, 2025 1:25 am",,yohei,CC BY-NC-ND 4.0
最後まで弱火のことを微熱って思いたかった　じゅくじゅくたまご,,,,"Nov 3, 2025 3:46 pm",https://twitter.com/Ns4HhpKEzA10870,川村サ行,CC BY-NC-ND 4.0
そよかぜを微風と書く黒板の白いチョークは熱を求める,,,,"Nov 1, 2025 7:47 pm",https://twitter.com/osorakukajin,奈路 侃,CC BY-NC-ND 4.0
あたたかな赤子に触れる　愛情はときに微熱を伴っている,,,,"Nov 4, 2025 11:12 pm",https://twitter.com/d23705,北野白熊,CC BY-NC-ND 4.0
秋風を連れて施設の入り口で34.6℃の微熱,,,,"Nov 2, 2025 5:45 am",https://twitter.com/umi_tsukitokage,ツキミサキ,CC BY-NC-ND 4.0
寒いねとあなたの頬に手を添えるあの子になれず熱い肺胞,,,,"Oct 23, 2025 11:50 pm",https://twitter.com/18necco18,宮緖かよ,CC BY-NC-ND 4.0
免疫と病原菌の闘いに徐々に沸き立つわたしの身体,,,,"Oct 30, 2025 8:07 pm",https://twitter.com/MishinOga,大賀ミシン,CC BY-NC-ND 4.0
微熱　アドバルーンで上空の風の流れが分かるみたいな,,,,"Nov 3, 2025 11:40 am",https://twitter.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
平熱と微熱の差分ほどですが隣座っていいですか　好き,,,,"Nov 4, 2025 7:33 pm",https://twitter.com/SdkyvYNyii36997,たな,CC BY-NC-ND 4.0
微々々熱っていってたころからすりゃあたたかいのは猫が証明,,,,"Oct 29, 2025 4:22 pm",https://twitter.com/3404_g_,稲井亮太,CC BY-NC-ND 4.0
ありえねーいやまじだってちょーうける／窓をはさんで微熱のわたし,,,,"Nov 4, 2025 5:43 pm",https://twitter.com/ttmx6,畳川鷺々,CC BY-NC-ND 4.0
個の集い個が群れに成り熱帯びる集まし微熱それ灼熱へ,1人の、1人と集まれば稀に成り、1人1人の熱は微熱であっても、大勢になる事で微熱は灼熱激しい力になる,,,"Nov 4, 2025 8:44 pm",https://twitter.com/https://x.com/sta6251,すた6251,CC BY-NC-ND 4.0
扁桃腺腫れて体温上がりだす娘の熱で私も微熱,,,,"Nov 2, 2025 5:50 am",https://twitter.com/umi_tsukitokage,ツキミサキ,CC BY-NC-ND 4.0
微熱などへっちゃらだったあの時は怖いも嫌いもなかった職場,,,,"Nov 2, 2025 10:40 pm",https://twitter.com/kiriyamatouta31,桐谷やまと,CC BY-NC-ND 4.0
あの夜にあなたが深く埋め込んだ多分一生下がらぬ微熱,,,,"Oct 27, 2025 11:25 pm",https://twitter.com/aoiaoi0143,あおい,CC BY-NC-ND 4.0
別々の物語だと足りないよ また撃ち抜いて川本真琴,,,,"Oct 29, 2025 4:22 pm",https://twitter.com/3404_g_,稲井亮太,CC BY-NC-ND 4.0
カーテンのまだない部屋に朝がきて新たな街の微熱やわらか,,,,"Oct 30, 2025 4:04 pm",https://twitter.com/hakka_kinoko,ベーグル,CC BY-NC-ND 4.0
ひきかけの風邪でぐねぐねするような視界で生きてるもう何年も,,,,"Nov 3, 2025 3:24 pm",https://twitter.com/RCodome,汐留ライス,CC BY-NC-ND 4.0
あの日から微熱はさめずチューニングのきみの音色が大気をゆらす,,,,"Nov 4, 2025 10:32 pm",https://twitter.com/HaL7sg,青兎,CC BY-NC-ND 4.0
生まれでる気持ちをそっと閉じ込めて微熱をおびた恋の心を,,,,"Nov 2, 2025 10:08 pm",https://twitter.com/kazeki_mori,森風輝,CC BY-NC-ND 4.0
少しだけ高い体温主張して勝ち取った夢への再入場,,,,"Nov 3, 2025 9:37 pm",https://twitter.com/kitakitsune77,北狐,CC BY-NC-ND 4.0
大丈夫、大丈夫ってくりかえす天使の輪っかオレンジ色の,,,,"Nov 3, 2025 3:45 pm",https://twitter.com/Ns4HhpKEzA10870,川村サ行,CC BY-NC-ND 4.0
あの人の熾火のような眼差しよ冬の微熱は中々癒えない,,,,"Nov 4, 2025 11:14 pm",https://twitter.com/rara_wcat_tanka,アサコル,CC BY-NC-ND 4.0
水底で出会った魚が聞く遠雷　　微熱のままでいてください,,,,"Nov 5, 2025 1:35 am",https://twitter.com/zeronokamides,ゼロの紙,CC BY-NC-ND 4.0
順路からはずれた心地あずきバーの窪み微熱の舌で撫でれば,,,,"Nov 4, 2025 5:43 pm",https://twitter.com/ttmx6,畳川鷺々,CC BY-NC-ND 4.0
微《かす》かにも  和歌《わか》足《た》る熱《ねつ》を  感《かん》ずらば心《こころ》詠《よ》まねば  魂《たま》堪《た》ゑ難《がた》し,,,,"Oct 29, 2025 5:42 pm",https://twitter.com/UNCHING_Yeah,をかしのペンギン,CC BY-NC-ND 4.0
見破られ隠せず眠る昼下がり微熱を恨むように夢へと,,,,"Oct 21, 2025 1:53 pm",https://twitter.com/Amamiyaamaki,雨宮雨霧,CC BY-NC-ND 4.0
茹でるとき無精卵だと信じこむそういう微熱の連続ばかり,,,,"Nov 3, 2025 11:40 am",https://twitter.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
微熱ならギリ寝てなくても大丈夫ギリ氷オニは大丈夫じゃない,,,,"Nov 3, 2025 9:11 pm",https://twitter.com/kitakitsune77,北狐,CC BY-NC-ND 4.0
ああすこし　頑張りすぎたな　張り切ってケーキを冷やす　保冷剤みたいに,,,,"Oct 27, 2025 2:52 am",https://twitter.com/uPyc9nNlHS75632,富永,CC BY-NC-ND 4.0
触れ合ってしばらく経てば椅子でさえ熱を持つからあのひとだって,,,,"Nov 4, 2025 10:54 pm",https://twitter.com/hisakatanote,久方リンネ,CC BY-NC-ND 4.0
花びらに傷口があるさみしさの微熱わけてもらう秋の夜,,,,"Nov 1, 2025 8:24 pm",https://twitter.com/zeronokamides,ゼロの紙,CC BY-NC-ND 4.0
まっすぐに行くとうちだよ、そういってこの心臓の置き位置を知る,,,,"Nov 4, 2025 9:36 pm",,yohei,CC BY-NC-ND 4.0
もういない君の記憶が微熱のようにまとわりついて離れない,,,,"Nov 4, 2025 11:07 pm",https://twitter.com/kokoakihi97675,kokoakihi,CC BY-NC-ND 4.0
眠れずに夜中にこっそりハーゲンダッツとけたさはゆっくりとほぐれてく,,,,"Nov 4, 2025 6:15 pm",https://twitter.com/saku_furui,古井　朔,CC BY-NC-ND 4.0
何回も処理落ちをしたPCが知ってしまった温度　　王朝,,,,"Oct 25, 2025 6:38 pm",https://twitter.com/kurage_pancake,金井水月,CC BY-NC-ND 4.0
すりおろしりんごは苦くはてな飛ぶ今こそ気付く親の愛情,,,,"Oct 30, 2025 1:42 pm",https://twitter.com/Amamiyaamaki,雨宮雨霧,CC BY-NC-ND 4.0
あの人は勇気を出してくれたんだ微かに赤い両の耳たぶ,,,,"Nov 3, 2025 11:47 pm",https://twitter.com/nuts722,natsuko,CC BY-NC-ND 4.0
粥作る君がいたらと思い馳せ 風邪というには朧気な汗,,,,"Oct 28, 2025 5:43 pm",https://twitter.com/3nu_1_chan,みぬぬな,CC BY-NC-ND 4.0
レッドブルレッドブルレッドブルが足りなくて微熱が癒えない翼も生えない,,,,"Nov 4, 2025 11:15 pm",https://twitter.com/rara_wcat_tanka,アサコル,CC BY-NC-ND 4.0
一瞬の眩暈暗転そういえば微炭酸飲む明日も会える,恋のはじまりは体調不良と似ていませんか。,,,"Nov 2, 2025 1:52 am",https://twitter.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
木枯らしの一号も二号も吹き飛ばす甘いのが苦手な微熱恋,,,,"Nov 4, 2025 6:16 pm",https://twitter.com/saku_furui,古井　朔,CC BY-NC-ND 4.0
夢の中きみはいなくて躓いた頭を掻いては今日も生きる,,,,"Nov 2, 2025 12:42 am",https://twitter.com/txT121omOV33333,美波有希,CC BY-NC-ND 4.0
高熱にしない術だけ身につけてなんだか早くめぐる｜春夏秋冬《ひととせ》,,,,"Nov 1, 2025 5:10 pm",https://twitter.com/rebelxduck,木ノ宮むじな,CC BY-NC-ND 4.0
目を合わせ言葉もなしに頷いて火照る体に頭悩ませ,,,,"Oct 27, 2025 11:38 am",https://twitter.com/Amamiyaamaki,雨宮雨霧,CC BY-NC-ND 4.0
体温が少し上がったような頬風邪かはたまた恋の病か,,,,"Nov 3, 2025 1:52 pm",https://twitter.com/junki_poem,須藤純貴,CC BY-NC-ND 4.0
つんのめりながら渡したMDに託した微熱（飛べるはずだよ）,,,,"Nov 2, 2025 10:27 pm",https://twitter.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
胸の内続く微熱に侵されてジクジク痛む擦り傷みたい,,,,"Nov 1, 2025 11:17 pm",https://twitter.com/prune0s,瀧,CC BY-NC-ND 4.0
充電を100パーセント蓄える力はあるか本体微熱,,,,"Oct 30, 2025 11:19 pm",https://twitter.com/tanimanon258x,谷まのん,CC BY-NC-ND 4.0
朝5時の時計は微熱会いたいと会いたい人に言って会うとき,,,,"Nov 3, 2025 8:53 pm",https://twitter.com/_05_maryo,井山カナ,CC BY-NC-ND 4.0
またねってLINEの文字が燻って微かに熱を帯びている朝,,,,"Nov 3, 2025 8:16 am",https://twitter.com/rebelxduck,木ノ宮むじな,CC BY-NC-ND 4.0
ネガティブを煮詰め煮詰めて出来上がるこころの中に蠱毒な孤独,,,,"Nov 4, 2025 6:21 pm",https://twitter.com/suimitudou16,睡密堂,CC BY-NC-ND 4.0
微熱ってピアノのペダルを踏む音をレコーディングに入れることでしょ？,,,,"Nov 3, 2025 11:38 am",https://twitter.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
僕だけが見た横顔に花吹雪微熱未満の初恋を知る,,,,"Oct 27, 2025 1:06 pm",https://twitter.com/tatsuyananasino,七篠龍也,CC BY-NC-ND 4.0
微熱だと漏らすあなたが胡散臭い寝込んでいるなポカリと帰る,離れて住んでいる母が多分うっかり漏らしたであろう微熱発言。２時間近くかけてすっ飛んで帰省する。,,,"Nov 2, 2025 3:49 pm",https://twitter.com/tenmeiwoshiru1,ぺぺいん,CC BY-NC-ND 4.0
幾重にもさみしさを包み込む花びらは微熱のような温かさ,,,,"Nov 5, 2025 1:36 am",https://twitter.com/zeronokamides,ゼロの紙,CC BY-NC-ND 4.0
ほったりと求肥のようにやわらかくあなたの熱を包み込む夢,,,,"Nov 3, 2025 4:47 pm",https://twitter.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
セーターと私の間にある微熱いつもわたしが私を愛す,,,,"Oct 30, 2025 1:14 pm",https://twitter.com/hakka_kinoko,ベーグル,CC BY-NC-ND 4.0
さようなら微熱の季節　こんにちは放課後だけが続く毎日,,,,"Oct 26, 2025 11:08 pm",https://twitter.com/takekeke00,スーパーはるる,CC BY-NC-ND 4.0
いつまでも37度を刻んでる　プール見学にリーチをかけ,,,,"Nov 4, 2025 10:04 pm",https://twitter.com/finalkanidoumei,土佐ｱｳﾞｧﾝﾁｭｰﾙぱす汰,CC BY-NC-ND 4.0
その熱で急に休むな迷惑だ休んでくれが飛び交う我が社,,,,"Oct 27, 2025 1:05 pm",https://twitter.com/tatsuyananasino,七篠龍也,CC BY-NC-ND 4.0
気付かないふりをしている腰かけた便座で感じる誰かの余熱,,,,"Nov 3, 2025 3:24 pm",https://twitter.com/RCodome,汐留ライス,CC BY-NC-ND 4.0
コンビニの店員さんをあたためるいつもあなたはやさしい声で,,,,"Nov 4, 2025 1:23 am",,yohei,CC BY-NC-ND 4.0
満月を見つつ微熱に手を翳し夜風を掬う旅立つ君に,これはたぶん、恋を自覚した直後のこと。でも離れ離れになるのがせつない。,,,"Nov 2, 2025 1:54 am",https://twitter.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
嘘という微熱を帯びて生きなさい誰にも移すことのできない,,,,"Oct 26, 2025 4:51 pm",https://twitter.com/iam_yukarigohan,ゆかりごはん,CC BY-NC-ND 4.0
無理すれば行けなくはない体温計わたしも嘘をついていいかな,,,,"Oct 27, 2025 9:21 am",https://twitter.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
とまっては吐いて飲みこむを繰り返し微熱をおびてくる循環バス,,,,"Nov 4, 2025 9:50 am",https://twitter.com/OnakaSuiTanka,小仲翠太,CC BY-NC-ND 4.0
狼の微熱が鳩を焼き尽くし強い力で僕を苛む,,,,"Nov 3, 2025 11:39 pm",https://twitter.com/takekeke00,スーパーはるる,CC BY-NC-ND 4.0
その熱は隠しておいて喉元にいつかこの街を焼く日まで,,,,"Nov 4, 2025 5:43 pm",https://twitter.com/ttmx6,畳川鷺々,CC BY-NC-ND 4.0
頬染めてトマトだけ残す吾子　ベランダの風がいつもよりつよく,,,,"Nov 4, 2025 10:03 pm",https://twitter.com/finalkanidoumei,土佐ｱｳﾞｧﾝﾁｭｰﾙぱす汰,CC BY-NC-ND 4.0
英語への微熱を守り育てるため二十年前のゲーム機手に取る,冬眠していたニンテンドーDS Liteを揺り起こしました。「英語漬け」というソフトです。※推敲にAIを利用しました。,,,"Nov 1, 2025 9:44 am",https://twitter.com/Precure_Yoisho,よいしょ上手の高木さん,CC BY-NC-ND 4.0
微熱とか　覚えるわりに　平衡な　エントロピーの　友人関係,,,,"Nov 4, 2025 9:04 pm",https://twitter.com/DTC_TAKAHASHI,HARUKI TAKAHASHI　WHO? & DrumTHChemical,CC BY-NC-ND 4.0
「お子さんは？」聞かれるたびにぶり返す低温火傷の痕に微熱,,,,"Nov 3, 2025 10:59 am",https://twitter.com/Umi1146295,Umi.,CC BY-NC-ND 4.0
初めてのキスした後の帰り道  夜に紛れて微熱を隠す,,,,"Nov 4, 2025 9:35 pm",https://twitter.com/kootarogo,藤瀬こうたろー,CC BY-NC-ND 4.0
寒色もときに微かに熱を帯び青信号を灯したりする,,,,"Nov 4, 2025 10:54 pm",https://twitter.com/hisakatanote,久方リンネ,CC BY-NC-ND 4.0
ストーブの前に居座るぼーっと今日はママがいいお習字よりも,,,,"Nov 4, 2025 9:03 am",https://twitter.com/Mii610248580331,おしいれのほや,CC BY-NC-ND 4.0
手をつけず出ていくきみのコーヒーのカップに残る微熱、ズルいよ,,,,"Oct 30, 2025 6:35 pm",https://twitter.com/l0vemash,真朱,CC BY-NC-ND 4.0
